a	art. 一（个）；每一（个）
summit	n. 最高点， 峰顶； 最高级会议
sunlight	n. 日光， 阳光
sunrise	n. 日出； 朝霞
sunset	n. 日落； 晚霞
sunshine	n. 日光， 阳光
superb	adj. 极好的； 高质量的
superficial	adj. 表面的， 肤浅的
superior	adj. 上级的，较高的；优越的；有优越感的，高傲的 n. 上级， 长官
supervision	n. 监督
supplement	n. 增补， 补充； 增刊， 副刊 vt. 增补， 补充
supply	n&vt. 供给， 供应
support	vt. 支撑；支持；供养；证实 n. 支持， 支撑物， 支持者
suppose	vt. 猜想， 假定， 让； [常用于被动语态]期望， 认为应该
supreme	adj. 最高的， 最大的； 极度的， 最重要的
surf	v. 冲浪
surge	vi. 蜂拥而出；洋溢，奔放；汹涌，奔腾 n. 大浪， 波涛； 高涨； 汹涌
surgery	n. 外科， 外科手术； 手术室
surpass	v. 超过
surplus	adj. 过剩的， 多余的 n. 过剩，剩余，盈余
surrender	n&v. 交出， 放弃； 投降
surround	vt. 围， 围绕； 圈住
surrounding	adj. 附近的；四周的
surroundings	n. 周围的事物，环境
survey	vt. 俯瞰； 检查； 测量 n. 调查， 勘察； 测量， 勘测； 全面审视， 概括论述
survival	n. 幸存； 幸存者， 残存物
survive	vi. 活下来， 幸存 vt. 从…逃出，幸免于；从中挺过来；比…活得长
survivor	n. 生还者； 残存物
suspect	adj. 可疑的， 不信任的 vt. 疑有；推测；对…表示怀疑 n. 嫌疑犯，可疑分子
suspend	vt. 暂停， 终止； 吊， 悬
suspicion	n. 怀疑， 疑心， 猜疑； 一点儿， 少量
suspicious	adj. 怀疑的；可疑的
sustain	vt. 保持， 使持续下去； 供养， 维持； 支持， 支撑； 经受， 遭受
sustainable	adj. 可持续的
swallow	n. 燕子；吞，咽 vt. 吞， 咽； 轻信， 轻易接受； 承受， 使不流露； 咽下口水
sway	v. 摇，摇动；动摇 n. 摇摆， 摇动； 起支配作用的影响
swear	v. 宣（誓）；诅咒
sweater	n. 厚运动衫，毛线衫
sweep	v. 扫；刮起；扫过
swell	vi. 膨胀，隆起；增长，增强，增多，扩大 n. 波浪起伏； 鼓起， 隆起； 增强
swift	adj. 快的； 反应快的； 敏捷的
swing	v. 摇摆，回转；突然转向 n. 摇摆； 秋千
switch	v. 转换， 改变 n. 开关，电闸；转换，改变
sword	n. 剑， 刀
symbol	n. 象征； 符号， 标志
symbolize	v. 象征
sympathetic	adj. 同情的； 和谐的； 赞同的， 支持的； 合意的
sympathize	vi. 同情， 怜悯； 体谅； 赞同
sympathy	n. 同情； 一致， 支持， 赞同
symptom	n. 症状； 征候， 征兆
synthetic	adj. 综合的， 合成的； 虚假的
system	n. 系统； 制度， 体制； 方法， 做法； 身体
systematic	adj. 有系统的， 有计划的
systematical	adj. 有系统的， 有计划的
tackle	vt. 对付，处理；与…交涉；阻截，擒抱 n. 阻截， 擒抱； 用具， 钓具； 辘轳， 滑车
tag	vi. 尾随 n. 附加语；标签 vt. 给…加上标签
tailor	n. 裁缝 v. 专门制作；订做
takeoff	n. 起飞
tale	n. 故事；传说
talent	n. 天才， 才能； 人才
talk	v. 讲话；谈论
tame	adj. 驯服的，顺从的；沉闷的，乏味的 vt. 制服， 控制并利用； 驯化， 驯服
tank	n. 大容器，槽；坦克
tap	n. 轻叩 v. 轻叩
target	n. 目标 vt. 把…作为目标； 瞄准
task	n. 任务，工作
taste	n. 味觉；品味
tasteless	adj. 无味的
tax	n. 税，税款；负担 vt. 对…征税； 使负担重， 使费尽力气
technical	adj. 技术的，工艺的
technician	n. 技术员， 技师
technique	n. 技巧，手艺；技术，技能
technology	n. 工艺学； 工艺， 技术
tedious	adj. 冗长乏味的， 沉闷的
teenager	n. 青少年
telegram	n. 电报
telescope	n. 望远镜
temper	n. 韧度；心情，情绪 vt. 调和， 使缓和； 【冶】使回火
temple	n. 圣堂， 神殿， 庙宇
temporary	adj. 暂时的， 临时的
tempt	v. 引诱，诱惑；吸引
temptation	n. 诱惑， 引诱
tempting	adj. 诱人的，吸引人的
tend	vi. 照管， 照料， 护理 vt. 易于，往往会；趋向，倾向
tendency	n. 趋向， 趋势， 倾向
tender	adj. 嫩的；脆弱的；疼痛的，一触即痛的；温柔的 vt. 提出 n. 投标
tense	adj. 拉紧的；紧张的 v. 拉紧， 绷紧 n. 时态
tension	n. 紧张， 不安； 拉紧； 张力， 拉力
tent	n. 帐篷
terminal	adj. 末端的 n. 〔飞机、公共汽车、轮船客运或货物运输的〕集散站，终点站
terrible	adj. 可怕的；极度的
terribly	adv. 可怕地，非常
territory	n. 领土， 版图； 领域
terror	n. 恐怖， 惊骇； 引起恐怖的人或事
textile	adj. 纺织的 n. 纺织品；纺织业
theme	n. 主题， 题目
theoretical	adj. 理论（上）的
theory	n. 理论， 原理； 学说； 意见， 看法
therapy	n. 治疗， 理疗
thereby	adv. 因此， 从而， 由此
therefore	adv. 因此， 所以
thermometer	n. 温度计， 寒暑表
thick	adv. 厚厚地 adj. 厚的，密的，浓的；不清楚的，口音重的
thickness	n. 厚（度）；密（度）
thinking	adj. 深思的， 有理性的 n. 想法，意见，见解
thirsty	adj. 渴的； 渴望的
thorough	adj. 彻底的， 详尽的
thoughtful	adj. 沉思的； 体贴的
thread	n. 线；丝；螺纹；头绪
threat	n. 威胁， 恐吓； 凶兆， 征兆
threaten	v. 威胁， 恐吓； 预示快要来临， 是…的征兆； 构成威胁； 可能发生
thrive	vi. 兴旺， 繁荣， 旺盛
throat	n. 咽喉， 喉咙； 嗓音
throughout	prep. 遍及 adv. 到处
thrust	vt. 插；戳，刺 n. 戳， 刺； 要点， 要旨； 推力
thumb	v. 示意要求搭车 n. 拇指
thunder	vi. 打雷， 轰隆响； 大声喊， 吼 n. 雷，雷声；擂鼓般的响声，轰隆声
thus	adv. 如此，这样；因而
tide	n. 潮， 潮汐； 潮流， 趋势
tidy	adj. 整洁的，整齐的 v. 整洁， 整齐
tighten	v. 使变紧
timber	n. 木材， 原木； 大木料， 栋木
tin	n. 锡；罐头
tiny	adj. 微小的
tip	v. 轻击；给小费
tire	v. 疲劳，累；厌倦
tissue	n. 组织； 薄绢， 薄纸， 手巾纸
title	n. 标题， 题目； 称号， 头衔； 权利， 权益
toast	n. 烤面包；祝酒，祝酒词 vt. 烘， 烤； 向…祝酒， 为…干杯
toe	n. 脚趾；足尖
toilet	n. 厕所，盥洗室，浴室
tolerance	n. 忍受， 容忍， 忍耐力； 公差
tolerate	vt. 忍受， 容忍； 容许， 承认
tone	n. 腔调， 语气； 音调； 风格， 气度； 色调， 明暗
toothache	n. 牙痛，牙疼
topic	n. 题目， 论题， 话题
torch	n. 火炬， 火把； 手电筒
torture	n. 拷问；折磨 vt. 拷打
total	adj. 总的 v. 合计，总共
touch	v. 触摸；触动；感动 n. 触
tough	adj. 困难的， 难对付的； 坚强的， 能吃苦耐劳的； 健壮的； 坚硬的， 严格的； 老的， 硬的； 粗暴的， 充满暴力的
tour	n. 旅行，旅游 v. 旅游，游历
tourist	n. 旅游者，观光者
towel	n. 毛巾， 手巾
tower	n. 塔 v. 屹立，高耸
trace	n. 痕迹；丝毫，少许 vt. 跟踪； 追溯； 描摹
track	n. 足迹 v. 追踪，〔循着踪迹、气味等〕找寻
tractor	n. 拖拉机， 牵引车
trade	n. 贸易；职业 v. 交易
tradition	n. 传统， 惯例
traffic	n. 交通，通行；交通量
tragedy	n. 悲剧， 惨事， 惨案； 悲剧艺术
trail	n. 痕迹，小径 vt. 跟踪， 追踪
trait	n. 性格
transaction	n. 办理， 处理； 交易， 业务； 会报， 学报
transfer	v. 搬， 转移； 调动， 转学； 转让， 过户； 乘车， 转乘
transform	vt. 使改观， 改革； 变换， 把…转换成
transformation	n. 变化；改造；转变
transformer	n. 变压器
transistor	n. 晶体管
translation	n. 翻译； 译文， 译本
transmission	n. 传播， 发射； 传送， 传递； 传染
transmit	vt. 传送， 传递； 传染； 播送， 发射
transparent	adj. 透明的； 易识破的； 明显的， 清楚的
transport	vt. 运输 n. 运输， 运输工具
transportation	n. 运输， 运送， 客运
trap	n. 陷阱，捕捉器；圈套，诡计；困境 vt. 设陷阱捕捉； 诱骗
trash	n. 垃圾，废物；拙劣的文学作品；没用的人，社会渣滓，败类 vt. 捣毁， 破坏
tray	n. 托盘，碟；（浅）盘
treasure	n. 财富；珍宝 v. 珍视
treat	v. 对待；处理 n. 款待
treatment	n. 待遇； 治疗， 疗法； 对待， 处理
treaty	n. 条约， 协议， 协定
tremble	vi. 发抖，哆嗦；摇动 n. 颤抖； 摇晃， 摇动
tremendous	adj. 极大的， 非常的； 精彩的， 了不起的
trend	vi. 伸向；倾向 n. 倾向
trial	n. 试， 试验； 审判； 讨厌的人
triangle	n. 三角（形）
trick	n. 诡计；窍门 v. 哄骗
trigger	v. 引发，引起
trim	adj. 整齐的 vt. 使整齐
triumph	vi. 成功 n. 凯旋，胜利
troop	vi. 成群结队而行 n. 军队，部队；一群，大量
tropical	adj. 热带的； 炎热的
troublesome	adj. 令人烦恼的， 麻烦的
truly	adv. 真正地； 忠实地
trumpet	n. 喇叭，小号 vt. 大声宣告， 鼓吹
trunk	n. 树干； 大衣箱， 皮箱； 汽车后备箱； 象鼻
trust	n. 信任 v. 相信；委托
truth	n. 事实；真理；真实性
tube	n. 管， 电子管， 显像管
tuition	n. 学费
tumor	n. 瘤
tune	n. 调子；和谐 vt. 调整， 调节； 为调音
tunnel	v. 挖， 开 n. 隧道，坑道，地道
turbine	n. 叶轮机， 汽轮机
tutor	v. 当…导师， 当…家庭教师 n. 导师；家庭教师，私人教师
twin	adj. 孪生的 n. 孪生儿
twist	v. 缠绕，盘绕；转动，旋动；捻，搓；歪曲，曲解；扭歪，扭伤；曲折前进；转身 n. 扭弯； 转折， 转变； 弯曲， 曲折处
type	n. 型，类型 v. 打字
typewriter	n. 打字机
typical	adj. 典型的， 代表性的
typist	n. 打字员
tyre	n. 轮胎， 车胎
ugly	adj. 丑陋的； 可怕的
ultimate	adj. 最后的，最终的 n. 终极， 顶点
ultimately	adv. 最后，最终
umbrella	n. 伞， 雨伞
unaffordable	adj. 买不起的，负担不起的
unbearable	adj. 无法忍受的
uncertain	adj. 不确定的
unconscious	adj. 不省人事的
uncover	vt. 揭露， 暴露； 揭开…的盖子
undergo	vt. 经历， 经受， 忍受； 接受
undergraduate	n. 大学在校生
underground	adv. 在地下，往地下；秘密地，不公开地 adj. 地下的；秘密的，不公开的 n. 地铁； 地下组织
underline	vt. 在…下面画线； 强调， 使…突出
undermine	v. 逐渐削弱; 逐渐动摇
underneath	adv. 在下面，在底下 prep. 在…下面，在…底下 n. 下部， 底部
understanding	adj. 体谅的， 宽容的， 通情达理的 n. 理解，理解力；谅解；协议；相互理解，融洽
undertake	vt. 从事； 承担； 同意； 保证
undervalue	v. 低估
undo	vt. 解开， 打开； 取消， 撤销
undoubtedly	adv. 毋庸置疑地， 肯定地
uneasy	adj. 心神不安的， 忧虑的
unexpected	adj. 想不到的， 意外的
unfortunately	adv. 不幸地
uniform	adj. 一样的 n. 制服
unintended	adj. 意想不到的
union	n. 工会， 联盟； 联合， 团结； 一致
unique	adj. 唯一的， 独一无二的； 极不寻常的， 极好的
unit	n. 单位；单元；部件
unite	v. 联合， 统一
unity	n. 单一， 统一， 团结； 和睦， 协调
universal	adj. 全世界的；全体的；共同的；普遍的
universe	n. 宇宙， 世界； 领域， 范围
unknown	adj. 不知道的；未知的
unless	conj. 除非， 如果不
unlike	adj. 不同的 prep. 不象…
unlikely	adj. 未必的，未必可能的
unload	v. 卸， 卸货； 下客； 退出子弹； 卸下胶卷
unrest	n. 不安定，动荡
unusual	adj. 不平常的， 少有的； 独特的， 与众不同的
unwilling	adj. 不愿意的
up-to-date	adj. 直到最近的， 现代的； 跟上时代的
upbringing	n. 养育，培养，教养
update	v. 更新；使现代化
upper	adj. 上面的， 地位较高的
upright	adv. 挺直着， 竖立着 adj. 垂直的；正直的，诚实的
upset	adj. 心烦的， 苦恼的； 不适的 vt. 使心烦意乱，使苦恼，使不适；搅乱；弄翻，倾覆 n. 翻倒；搅乱；不安；不适
upward	adj. 上升的；向上的
urban	adj. 城市的， 都市的； 住在都市的
urge	vt. 鼓励；推进，催促；竭力主张，强烈要求 n. 冲动， 强烈的欲望
urgent	adj. 紧急的， 急迫的
usage	n. 使用； 对待； 惯用法
utility	n. 效用， 有用， 实用； 公用事业
utilize	vt. 利用
utmost	adj. 最大的 n. 极限
utter	adj. 完全的，彻底的 vt. 发出， 说， 讲
vacant	adj. 空的， 未被占用的； 空缺的； 茫然的， 空虚的
vacation	n. 假期， 休假
vacuum	v. 用吸尘器清扫 n. 真空；真空吸尘器
vague	adj. 模糊的， 含糊的
vain	adj. 徒劳的； 自负的
valid	adj. 有效的； 正当的； 有根据的， 有理的
value	n. 价值；价格 v. 评价
van	n. 大篷车， 运货车
vanish	v. 突然不见， 消失； 不复存在， 绝迹
vapour	n. 汽，蒸气
variable	adj. 易变的 n. 变量
variation	n. 变化， 变动； 变异； 变奏
variety	n. 多样化； 种类； 变种
various	adj. 各种各样的， 不同的
vary	v. 改变；使多样化
vast	adj. 巨大的， 大量的； 浩瀚的
vehicle	n. 车辆， 机动车； 传播媒介， 工具， 手段
velocity	n. 速度
venture	v. 冒险， 敢于 n. 风险投资，风险项目
verify	vt. 证实， 查证， 证明
version	n. 译本； 说法； 改写本
vertical	adj. 垂直的， 竖式的
vessel	n. 容器； 船； 飞船； 管
veteran	n. 老兵， 老手
via	prep. 经过， 通过
vibrate	v. 使颤动
vice	n. 罪恶； 恶习， 缺点； 虎钳
victim	n. 牺牲者， 受害者
victimize	vt. 使受害， 使牺牲
video	adj. 录像的；电视的 n. 录像
view	v. 看待
viewpoint	n. 观点， 看法， 见解
vigorous	adj. 朝气蓬勃的； 有力的， 用力的
vinegar	n. 醋
violate	vt. 违反， 违背； 亵渎； 侵犯； 妨碍
violence	n. 猛烈， 激烈； 暴力
violent	adj. 暴力引起的， 暴力的； 猛烈的， 剧烈的
violet	adj. 紫色的 n. 紫罗兰
violin	n. 小提琴
virtual	adj. 实质上的， 事实上的， 实际上的
virtually	adv. 实际上， 事实上
virtue	n. 善， 美德； 优点， 长处
virus	n. 病毒； 病毒性疾病， 病毒病
visibility	n. 可见度， 能见度； 可见性， 明显性
visible	adj. 可见的， 看得见的， 有形的
vision	n. 想象力； 梦幻； 视力， 视觉
visual	adj. 看得见的 n. 视觉资料
vital	adj. 致命的， 生死攸关的； 极其重要的； 生命的， 有生命力的
vitally	adv. 极其重要地
vitamin	n. 维生素，维他命
vivid	adj. 鲜艳的； 生动的， 栩栩如生的
vocabulary	n. 词汇表， 词汇， 语汇
volcano	n. 火山
volt	n. 伏特， 伏
voltage	n. 电压
volume	n. 卷， 册， 书卷； 容积， 体积； 音量， 响度
voluntary	adj. 自愿的， 志愿的
volunteer	v. 自愿提供； 自愿， 志愿 n. 志愿者；志愿兵
vote	v. 投票； 表决 n. 票，选票；选举，投票，表决；表决结果，投票总数
voyage	n. 航海，航空 v. 航海，航行
wage	v. 开展（运动）
waggon	n. 四轮运货马车
wagon	n. 四轮马车， 大篷车； 铁路货车， 客货两用车
waist	n. 腰， 腰部
waken	v. 醒来， 弄醒
wander	vi. 漫游， 闲逛， 漫步； 偏离正道； 走神， 恍惚
want	n. 需要；缺乏
warmth	n. 暖和， 温暖； 热烈， 热情， 热心
water	n. 水 v. 使湿，灌溉
waterproof	adj. 不透水的， 防水的
wave	n. 波；波涛 v. 波动，挥动，摆动
wax	n. 蜡，蜂蜡 vt. 给…上蜡
weaken	v. 削弱， 变弱
weakness	n. 弱点；虚弱；软弱
wealth	n. 财富， 财产； 丰富
wealthy	adj. 富有的， 富裕的
weapon	n. 武器， 兵器
wear	v. 磨损
weave	v. 织， 编
wedding	n. 婚礼
weed	n. 杂草，野草 v. 除草
weekly	adv. 每周 adj. 每周的
weep	v. 哭泣， 流泪； 渗出
weld	v. 焊接，熔接 n. 焊接点
welfare	n. 幸福； 福利， 福利救济
well-known	adj. 众所周知的， 著名的
whale	n. 鲸
whatever	adv. [用于否定句中以加强语气]任何； 无论什么
wheat	n. 小麦
wheel	n. 轮，车轮
whereas	conj. 然而， 但是， 尽管
whichever	pron&adj. 无论哪个， 无论哪些
whilst	conj. 当…的时候
whip	vt. 鞭笞；猛地移动；搅打成糊状 n. 鞭子
whisper	v. 低声地讲 n. 低语， 耳语
whistle	v. 吹口哨， 鸣笛声； 呼啸而过 n. 口哨；呼啸而过
